Season,Week,Victim Team,Victim,SR0,SR1,DUR,Type,Offender Team,Offender,BRU,Bounty
3,9,Failurewood Hills,Vanessa Hammock,63,75,36,INJURED,Fire Chefs,Tobin Jocular,74,
3,9,Failurewood Hills,Desmond Eyeliner,78,80,34,INJURED,Fire Chefs,Percy Riots,78,
3,9,Failurewood Hills,Emanuel Weather-Cone,76,72,63,INJURED,Fire Chefs,Isla Monotheism,71,
3,9,Failurewood Hills,Justice Lemon,85,73,36,INJURED,Fire Chefs,Gretel Beget-Fancy,71,
3,9,Failurewood Hills,Rev Joe Hobo,69,,60,KILLED,Fire Chefs,Isla Monotheism,76,
3,10,Vuvu Boys,Stabby Pete,69,67,56,INJURED,Grazer Ridge,Vicky Flamboyant,66,
3,10,Picks Creek Miners,Crank Virtue,63,74,63,INJURED,Toymasters,Logical Flambe,72,
3,10,Toymasters,Logical Flambe,92,49,73,INJURED,Picks Creek Miners,Rosemary Busted,48,
3,10,Toymasters,Claw Scratchboard,92,67,69,INJURED,Picks Creek Miners,Rosemary Busted,67,
3,10,Toymasters,Dr Goodsurgery,56,61,41,INJURED,Picks Creek Miners,Claudia Dystopia,60,
3,10,Steggonauts,Father Tempest,91,75,62,INJURED,Blood Pit Bouncers,Fred Singularity,73,
3,10,Steggonauts,Saul Mastif,42,75,44,INJURED,Blood Pit Bouncers,Clacton Express,73,
3,10,Sunshine Funbus,Rocket Bobby,71,73,53,INJURED,Failurewood Hills,Johan Tremendous,72,
3,10,Red Star Pathfinders,Horace Diamonds,38,62,48,INJURED,Sweaty Marsupials,Ruthie Spasms,59,
3,10,Fire Chefs,Isla Monotheism,86,65,42,INJURED,Grunt Auto Gruppe,Cherri Margarita,68,BOUNTY COLLECTED
3,10,Fire Chefs,Bessie Grapeshot,58,66,47,SEASON ENDING INJURY,Grunt Auto Gruppe,Harriet Reflux,65,
3,10,LingoBlend Allstars,Jon The Plum,54,76,59,INJURED,Sportsball Union,Jackson Clowncar,75,
3,10,LingoBlend Allstars,Flora Dope,54,57,35,INJURED,Sportsball Union,Jackson Clowncar,56,
3,10,LingoBlend Allstars,Todd Baubles,63,65,58,INJURED,Sportsball Union,Kink Providence,63,
3,10,Nomads,Kim Selecta,96,73,38,INJURED,Eduslum Marching Band,Ron Bongos,71,
3,10,Stardozer HR,Ostentacious Smack,79,77,62,INJURED,Wizard Hole Wizards,Brad Adidas,76,
3,10,Wizard Hole Wizards,Eddie Progribniak,97,73,31,INJURED,Stardozer HR,Beelzebub Fastidious,71,
3,10,Stardozer HR,Emil Dada,64,69,39,INJURED,Wizard Hole Wizards,Mokka Badsun,69,
3,10,Volcamoose Saints,Saint Crabthorn,56,60,29,INJURED,Bumson Medics,Subbuteo Bongos,59,
3,10,Bumson Medics,Coughs Zerma,75,67,61,INJURED,Volcamoose Saints,Erlan Dickburg,64,
3,10,Beekeepers,David Concentrate,68,61,19,INJURED,Ov City Axemen,Wanda Bluepill,60,
3,10,Cheerio Inc,Alan Twerp,75,63,62,INJURED,Urrgmelonflex,Gail Scarlet-Roid,62,
3,10,Cheerio Inc,Robert Fondle,60,,63,KILLED,Urrgmelonflex,Braendig Gladwin,83,
3,10,Bongolia Sea Raiders,Rudy Capslock,71,78,61,INJURED,Kernal Space Agency,K C Jones,77,
3,10,Kernal Space Agency,Olga Delerium,54,62,55,INJURED,Bongolia Sea Raiders,Paul Tribunal,60,
3,10,Port Miggins Pirates,Anthony Go,60,84,27,INJURED,Wretched Minstrels,Oscar Cattle-Prod,82,
3,10,Wretched Minstrels,Crash Zodiac,75,71,50,INJURED,Port Miggins Pirates,Jerry Surge,69,
3,10,Wretched Minstrels,Oscar Cattle-Prod,73,97,51,INJURED,Port Miggins Pirates,Kiki Tyrant,95,
3,10,Wretched Minstrels,Gillian Voidmonkey,72,69,66,INJURED,Port Miggins Pirates,Big Rod McGurk,68,
3,10,Wretched Minstrels,Chonk Olympics,70,71,72,INJURED,Port Miggins Pirates,Mikey Pwertoolz,69,
3,10,Shady Palms,Vera Gondolier,61,56,49,INJURED,Bulldozer Power,Steve Morrey,55,
3,10,Shady Palms,Sinbad Contract,61,68,52,INJURED,Bulldozer Power,Steve Morrey,66,
3,10,Shady Palms,Jovial Impairment,69,60,48,INJURED,Bulldozer Power,Zesty Lumber,58,
3,10,Bulldozer Power,Captain Fantastic,81,61,53,INJURED,Shady Palms,Bork Tesla,59,
3,11,Stardozer HR,Donut Crazy,80,,33,KILLED,Wizard Hole Wizards,Barry Turnips,63,
3,11,Wizard Hole Wizards,Trip Hogwash,70,62,70,INJURED,Stardozer HR,David Onions,60,
3,11,Stardozer HR,Randall Frippery,68,74,42,INJURED,Wizard Hole Wizards,Whomping Willow,73,
3,11,Stardozer HR,Toothless Wonder,67,70,62,SEASON ENDING INJURY,Wizard Hole Wizards,Mokka Badsun,69,
3,11,Bumson Medics,Betsy Cthulhu,75,63,38,INJURED,Volcamoose Saints,Erlan Dickburg,61,
3,11,Ov City Axemen,Shandy Worthless,59,78,57,INJURED,Beekeepers,Ted Shirley,77,
3,11,Budget Roadies,Fenella ValuePack,51,62,39,INJURED,Peninsula Transport,Ben Turncoat,60,
3,11,Peninsula Transport,Hank Fungible,76,79,61,INJURED,Budget Roadies,Clamorous Thrapple,77,
3,11,Peninsula Transport,Klepp Bossmang,76,84,39,INJURED,Budget Roadies,Clamorous Thrapple,83,
3,11,Urrgmelonflex,Omar Pellegrino,67,64,35,INJURED,Cheerio Inc,Sanguine Pangs,62,
3,11,Urrgmelonflex,Anne-Marie Tidal-Poole,73,55,19,INJURED,Cheerio Inc,Vlad SoixenteSept,56,
3,11,Wretched Minstrels,Percival Hatred,87,84,25,INJURED,Port Miggins Pirates,Kiki Tyrant,83,
3,11,Sportsball Union,Kink Providence,107,46,68,INJURED,LingoBlend Allstars,Ulysses Failure,44,
3,11,LingoBlend Allstars,Jon The Plum,66,74,73,INJURED,Sportsball Union,Rafael Zeppelin,71,
3,11,Red Star Pathfinders,Hildigard Weasel,62,,49,KILLED,Sweaty Marsupials,Helga Jumpjet,53,
3,11,Sweaty Marsupials,Speedball Jones,38,64,37,INJURED,Red Star Pathfinders,Thor Haystacks,62,
3,11,Sweaty Marsupials,Jerome Disquiet,37,63,35,INJURED,Red Star Pathfinders,Clive Goalmouth,61,
3,11,Failurewood Hills,Desmond Eyeliner,61,71,33,INJURED,Sunshine Funbus,Antonio Rojas,69,
3,11,Fire Chefs,Fred Beach,86,63,52,INJURED,Grunt Auto Gruppe,Cherri Margarita,62,
3,11,Grunt Auto Gruppe,Bikebreaker Billy,76,73,52,INJURED,Fire Chefs,Isla Monotheism,71,
3,11,Fire Chefs,Isla Monotheism,88,63,52,INJURED,Grunt Auto Gruppe,Georgie Cones,62,
3,11,Fire Chefs,Vivienne Crumble,77,74,44,INJURED,Grunt Auto Gruppe,Carl Detonator,73,
3,11,Fire Chefs,Tobin Jocular,86,53,90,INJURED,Grunt Auto Gruppe,Cherri Margarita,52,
3,11,Fire Chefs,Mindy Bleach,86,65,56,INJURED,Grunt Auto Gruppe,Cherri Margarita,63,
3,11,Grunt Auto Gruppe,Bingo Hazmat,78,83,61,INJURED,Fire Chefs,Percy Riots,81,
3,11,Nomads,Miss Florida 1997,96,84,60,SEASON ENDING INJURY,Eduslum Marching Band,Ron Bongos,82,
3,11,Eduslum Marching Band,Gus Hitman Resume,76,70,73,INJURED,Nomads,Crotch Dangleflag,69,
3,11,Nomads,Exponential Tyrone,86,87,89,INJURED,Eduslum Marching Band,Tarquin Bangfish,85,
3,11,Grazer Ridge,Barabas Void,68,,64,KILLED,Vuvu Boys,Brandon Peril,72,
3,11,Grazer Ridge,Selma Mechwarrior,68,63,53,INJURED,Vuvu Boys,Horsten Saltblock,61,
3,11,Shady Palms,Rowan Izkeen,75,59,48,INJURED,Bulldozer Power,Steve Morrey,57,
3,11,Steggonauts,Benny Cheese,61,61,53,INJURED,Blood Pit Bouncers,Peter Brickwall,60,
3,11,Steggonauts,Saul Mastif,42,73,44,INJURED,Blood Pit Bouncers,Clacton Express,72,
3,12,Volcamoose Saints,Cogent Wang,62,67,64,INJURED,Red Star Pathfinders,Sahil Tasseldance,65,
3,12,Red Star Pathfinders,Thor Haystacks,75,61,35,INJURED,Volcamoose Saints,Erlan Dickburg,59,
3,12,Volcamoose Saints,Saint Crabthorn,59,62,29,INJURED,Red Star Pathfinders,Pope Lorenz,62,
3,12,Red Star Pathfinders,Sahil Tasseldance,62,54,49,SEASON ENDING INJURY,Volcamoose Saints,Zerwin Trumpet,53,
3,12,Bongolia Sea Raiders,Rudy Capslock,72,77,61,INJURED,Vuvu Boys,Brandon Peril,75,
3,12,Bongolia Sea Raiders,Mike Heimlich,92,60,59,INJURED,Vuvu Boys,Evan Doublehair,58,
3,12,Bongolia Sea Raiders,Ziggy Whippet,50,69,36,INJURED,Vuvu Boys,Bertha Raccoon,67,
3,12,Bongolia Sea Raiders,Jendrich Grippy,92,72,54,INJURED,Vuvu Boys,Evan Doublehair,71,
3,12,Cheerio Inc,Troy Oktoberfest,90,72,61,INJURED,Eduslum Marching Band,Gus Hitman Resume,75,
3,12,Cheerio Inc,Sanguine Pangs,90,70,82,INJURED,Eduslum Marching Band,Gus Hitman Resume,68,
3,12,Eduslum Marching Band,Surgeon General,73,66,78,INJURED,Cheerio Inc,Vlad SoixenteSept,61,
3,12,Fire Chefs,Kim Freightmaster,68,81,51,INJURED,Wizard Hole Wizards,Whomping Willow,78,
3,12,Fire Chefs,Isla Monotheism,75,66,52,INJURED,Wizard Hole Wizards,Barry Turnips,65,
3,12,Fire Chefs,Vivienne Crumble,77,73,43,INJURED,Wizard Hole Wizards,Tonya Spangle,71,
3,12,Sunshine Funbus,Rocket Bobby,59,74,53,INJURED,Picks Creek Miners,Crank Virtue,73,
3,12,Picks Creek Miners,Crank Virtue,47,71,45,INJURED,Sunshine Funbus,John Decaro,72,
3,12,Stardozer HR,Emil Dada,63,65,48,INJURED,Sportsball Union,Kink Providence,63,
3,12,Sportsball Union,Marcel LeJams,70,78,59,INJURED,Stardozer HR,David Onions,77,
3,12,Beekeepers,Rooster Views,75,50,37,INJURED,Sweaty Marsupials,Jossy Clickbait,50,
3,12,Blood Pit Bouncers,Glenda Bastard,98,81,70,INJURED,Port Miggins Pirates,Big Rod McGurk,80,
3,12,Steggonauts,Painful Grinding,83,66,67,INJURED,Failurewood Hills,Emanuel Weather-Cone,64,
3,12,Urrgmelonflex,Chicken Druid,51,58,60,INJURED,LingoBlend Allstars,Todd Baubles,57,
3,12,Budget Roadies,Drew Actionclump,63,91,30,INJURED,Nomads,Herr Bear,88,
3,12,Nomads,Ilma Shelfspace,55,65,52,INJURED,Budget Roadies,Capsicum Disco,63,
3,12,Grazer Ridge,Ominous Bob,88,64,77,INJURED,Grunt Auto Gruppe,Georgie Cones,63,
3,12,Bumson Medics,Baron Torquemada,52,70,37,INJURED,Wretched Minstrels,Fingers Vektrix,70,
3,12,Wretched Minstrels,Professor Fetom,56,56,42,INJURED,Bumson Medics,Subbuteo Bongos,65,
3,13,Volcamoose Saints,Bro Stank,57,,38,KILLED,Wizard Hole Wizards,Whomping Willow,68,
3,13,Beekeepers,Ted Shirley,59,64,56,INJURED,Grazer Ridge,Karen Woman,61,
3,13,Beekeepers,Howl Halfmoon,80,39,49,SEASON ENDING INJURY,Grazer Ridge,Santino Bananas,47,
3,13,Beekeepers,Len Styrofoam,57,76,62,INJURED,Grazer Ridge,Earl Blackfinger,78,
3,13,Grazer Ridge,Nigel Prison,82,74,37,INJURED,Beekeepers,Minnie Sabotage,73,BOUNTY COLLECTED
3,13,Beekeepers,Corina Very,80,57,88,INJURED,Grazer Ridge,Santino Bananas,54,
3,13,Cheerio Inc,Vlad SoixenteSept,59,,50,KILLED,Vuvu Boys,Evan Doublehair,92,
3,13,Stardozer HR,Beelzebub Fastidious,91,65,59,INJURED,Blood Pit Bouncers,Fred Singularity,64,
3,13,Nomads,Herr Bear,72,65,59,INJURED,Sweaty Marsupials,Krag Franklin,63,
3,13,Port Miggins Pirates,Doug Conglomerate,93,78,48,INJURED,Shady Palms,JJJ Schweitzer,77,
3,13,Port Miggins Pirates,Arnie Hamburger,69,68,59,INJURED,Shady Palms,Spack Freely,65,
3,13,Red Star Pathfinders,Thor Haystacks,52,57,34,INJURED,Bongolia Sea Raiders,Bernard Dunk,56,
3,13,Red Star Pathfinders,Tandy Appleseed,80,72,62,INJURED,Bongolia Sea Raiders,Jez Schadenfreud,71,
3,13,Bongolia Sea Raiders,Bernard Dunk,50,74,51,INJURED,Red Star Pathfinders,Dirk Shafter,71,
3,13,Red Star Pathfinders,Horace Diamonds,76,57,47,INJURED,Bongolia Sea Raiders,Zoltan Zoltan,55,
3,13,Bongolia Sea Raiders,Paul Tribunal,79,60,57,INJURED,Red Star Pathfinders,Euston Flamberge,60,
3,13,Red Star Pathfinders,Grishnakh Jones,62,,50,KILLED,Bongolia Sea Raiders,Jez Schadenfreud,80,
3,13,Toymasters,Benny Sausages,74,69,60,INJURED,Ov City Axemen,Cynthia Wrestling-Mask,68,
3,13,Toymasters,Dr Goodsurgery,74,61,41,INJURED,Ov City Axemen,Cynthia Wrestling-Mask,59,
3,13,Toymasters,Mildred Slippings,74,65,51,INJURED,Ov City Axemen,Cynthia Wrestling-Mask,62,
3,13,Grunt Auto Gruppe,Georgie Cones,96,67,61,INJURED,Eduslum Marching Band,Ron Bongos,65,
3,13,Grunt Auto Gruppe,Tyger Styles,47,85,48,INJURED,Eduslum Marching Band,Roughstuff Smith,84,
3,13,Steggonauts,Painful Grinding,66,73,67,INJURED,Budget Roadies,Drew Actionclump,71,
3,13,Steggonauts,Helmut Cenobite,69,72,40,INJURED,Budget Roadies,Capsicum Disco,70,
3,13,Bulldozer Power,Ed Big-Mother,71,72,64,INJURED,Failurewood Hills,Johan Tremendous,70,
3,13,Bulldozer Power,Fang Handlebars,83,51,45,INJURED,Failurewood Hills,Emanuel Weather-Cone,50,
3,13,Bulldozer Power,Polio Hairpin,83,52,45,INJURED,Failurewood Hills,Emanuel Weather-Cone,51,
3,14,Grazer Ridge,Stella Doit,68,53,59,INJURED,Wizard Hole Wizards,Whomping Willow,51,
3,14,Wizard Hole Wizards,Trent Wrestles,80,68,56,INJURED,Grazer Ridge,Santino Bananas,66,
3,14,Wizard Hole Wizards,Jetson Flange,59,65,43,SEASON ENDING INJURY,Grazer Ridge,Karen Woman,65,
3,14,Wizard Hole Wizards,Eddie Progribniak,68,74,31,INJURED,Grazer Ridge,Bacta Bunty,73,
3,14,Beekeepers,Ted Shirley,60,61,45,INJURED,Volcamoose Saints,Chris Biscuit,60,
3,14,Volcamoose Saints,Willy Fanfest,64,,31,KILLED,Beekeepers,Minnie Sabotage,82,
3,14,Picks Creek Miners,Claudia Dystopia,75,62,50,INJURED,Budget Roadies,Job Scott Dunne,62,
3,14,Budget Roadies,Greta Truncheon,64,54,1,INJURED,Picks Creek Miners,Whiskers Camembert,53,
3,14,Urrgmelonflex,Braendig Gladwin,70,69,50,SEASON ENDING INJURY,Steggonauts,Painful Grinding,68,
3,14,Cheerio Inc,Sanguine Pangs,91,64,82,INJURED,Blood Pit Bouncers,Fred Singularity,62,
3,14,Shady Palms,JJJ Schweitzer,58,81,47,INJURED,Grunt Auto Gruppe,Harriet Reflux,80,BOUNTY COLLECTED
3,14,Shady Palms,Flo Uzi,86,55,67,INJURED,Grunt Auto Gruppe,Cherri Margarita,54,
3,14,Shady Palms,Polly Babylon,88,69,34,INJURED,Grunt Auto Gruppe,Georgie Cones,68,
3,14,Sunshine Funbus,Ivor Horn,95,71,50,INJURED,Bongolia Sea Raiders,Jez Schadenfreud,70,
3,14,Vuvu Boys,Stabby Pete,70,74,56,INJURED,Stardozer HR,David Onions,73,
3,14,Stardozer HR,Emil Dada,68,66,48,INJURED,Vuvu Boys,Horsten Saltblock,64,
3,14,Port Miggins Pirates,Anthony Go,90,80,27,INJURED,Eduslum Marching Band,Gus Hitman Resume,78,
3,14,Port Miggins Pirates,Kiki Tyrant,96,75,29,INJURED,Eduslum Marching Band,Ron Bongos,73,
3,14,Port Miggins Pirates,Angie Railroad,96,77,67,INJURED,Eduslum Marching Band,Ron Bongos,76,
3,14,Eduslum Marching Band,Linn Mephisto,72,77,61,INJURED,Port Miggins Pirates,Big Rod McGurk,75,
3,14,Port Miggins Pirates,Pat Duplicitous,90,67,36,INJURED,Eduslum Marching Band,Gus Hitman Resume,67,
3,14,Sweaty Marsupials,Helga Jumpjet,63,59,65,INJURED,Sportsball Union,Kink Providence,58,
3,14,Toymasters,Dave Caustic,73,82,68,INJURED,Peninsula Transport,Gabe Transistor,81,
3,14,Peninsula Transport,Klepp Bossmang,75,80,39,INJURED,Toymasters,Pip Strobelight,78,
3,14,Fire Chefs,Gretel Beget-Fancy,75,60,56,INJURED,Bulldozer Power,Steve Morrey,59,
3,14,Red Star Pathfinders,Thor Haystacks,40,55,33,INJURED,LingoBlend Allstars,Hack Murphy,54,
3,14,Wretched Minstrels,Professor Fetom,72,69,55,INJURED,Nomads,Egon Sanction,68,
3,14,Wretched Minstrels,Chonk Olympics,65,73,72,INJURED,Nomads,Flatnose McQuirk,72,
3,14,Wretched Minstrels,Percival Hatred,72,79,25,INJURED,Nomads,Egon Sanction,78,
3,14,Wretched Minstrels,Fingers Vektrix,61,79,56,INJURED,Nomads,Exponential Tyrone,78,
