Season,Week,Victim Team,Victim,SR0,SR1,DUR,Type,Offender Team,Offender,BRU,Bounty
1,12,Martin Jackhammer,Bumson Medics,72,71,43,INJURED,Tandy Appleseed,Beekeepers,41,
1,12,Diego ASMR,Peninsula Transport,69,68,61,INJURED,Fred Singularity,Budget Roadies,91,
1,12,Jack Mercury,Budget Roadies,67,65,58,INJURED,Gabe Transistor,Peninsula Transport,73,
1,12,Capsicum Disco,Budget Roadies,78,77,67,INJURED,Gabe Transistor,Peninsula Transport,73,
1,12,Tony Squirt,Shady Palms,64,63,40,INJURED,Georgie Cones,Grunt Auto Gruppe,88,
1,12,Drew Actionclump,Sportsball Union,79,78,30,INJURED,Constance Frenzy,LingoBlend Allstars,53,
1,12,Shamrock Bubblejet,Sweaty Marsupials,71,69,62,INJURED,Crotch Dangleflag,Red Star Pathfinders,76,
1,12,Clive Goalmouth,Red Star Pathfinders,73,71,65,INJURED,Barry Turnips,Sweaty Marsupials,75,
1,12,Li Hu,Eduslum Marching Band,58,56,55,INJURED,Londo Archer,Wretched Minstrels,70,
1,13,Polly Babylon,Shady Palms,67,65,34,INJURED,Bingo Hazmat,Grunt Auto Gruppe,50,
1,13,Father Tempest,LingoBlend Allstars,79,78,63,INJURED,Chit Paragraph,Sportsball Union,56,
1,13,Brandon Peril,Vuvu Boys,85,84,43,INJURED,Gustavo Resume,Wizard Hole Wizards,90,BOUNTY COLLECTED
1,13,Celia Parole,Colonel School,63,61,57,INJURED,Cynthia Wrestling,Ov City Axemen,74,
1,13,Cynthia Wrestling,Ov City Axemen,74,72,47,INJURED,Erlan Dickburg,Colonel School,75,
1,13,Larissa Tornado,Picks Creek Miners,77,76,71,INJURED,STEVE MASTODON,Toymasters,68,
1,13,Crank Virtue,Picks Creek Miners,76,74,64,INJURED,Mo Foul,Toymasters,76,
1,13,Ed Big-Mother,Sunshine Funbus,71,70,64,INJURED,K C Jones,Kernal Space Agency,71,
1,13,Claudia Dystopia,Sunshine Funbus,65,64,50,INJURED,Don Garcia-Funk,Kernal Space Agency,62,
1,13,Pedro Zapata,Fire Chefs,62,60,63,INJURED,Mervyn Pinerider,Bulldozer Power,72,
1,13,Chet Vacant,Bulldozer Power,75,74,62,INJURED,Vivienne Crumble,Fire Chefs,71,
1,13,Mervyn Pinerider,Bulldozer Power,64,63,59,INJURED,Len Styrofoam,Fire Chefs,71,
1,13,Linda Doesntcare,Grazer Ridge,58,56,41,INJURED,Kurt Corker,Stardozer HR,54,
1,13,Maurice Shame,Bumson Medics,72,70,47,INJURED,Tandy Appleseed,Beekeepers,41,
1,13,Jack Mercury,Budget Roadies,65,64,58,INJURED,Diego ASMR,Peninsula Transport,69,
1,13,Frank Trombone,Cheerio Inc,66,64,46,INJURED,Olga Delerium,Blood Pit Bouncers,63,
1,13,Pablo Elastaplast,Blood Pit Bouncers,66,64,64,INJURED,Kerwin Havebutter,Cheerio Inc,79,
1,13,Nomad Gunslinger,Urrgmelonflex,61,60,27,INJURED,Betty Floater,Steggonauts,53,
1,13,The Toymaster,Urrgmelonflex,56,63,,KILLED,Saul Mastif,Steggonauts,49,
1,13,Paul Tribunal,Eduslum Marching Band,69,68,59,INJURED,Ben Radical,Wretched Minstrels,74,
1,13,Roughstuff Smith,Eduslum Marching Band,85,84,33,INJURED,Ben Radical,Wretched Minstrels,74,
1,13,Boris Wetpaperbag,Nomads,65,64,49,INJURED,Anthony Go,Port Miggins Pirates,47,
1,13,Anthony Go,Port Miggins Pirates,87,86,28,INJURED,Frida Vibraphone,Nomads,56,
1,13,Arnie Hamburger,Port Miggins Pirates,73,72,61,INJURED,Willy Fanfest,Nomads,73,
1,14,Scott Lemon,Bumson Medics,64,63,51,INJURED,Nina Flattery,Grazer Ridge,79,
1,14,Ed Varnish,Eduslum Marching Band,60,58,48,INJURED,Jovial Impairment,Shady Palms,80,
1,14,Ross Puke,Eduslum Marching Band,77,76,44,INJURED,Sinbad Contract,Shady Palms,60,
1,14,Leigh Freedom,Sweaty Marsupials,65,64,36,INJURED,Chubs Beaver,Wretched Minstrels,43,
1,14,Rocket Bobby,Sunshine Funbus,64,62,53,INJURED,Drew Actionclump,Sportsball Union,66,
1,14,Claudia Dystopia,Sunshine Funbus,64,62,50,INJURED,Iain Pawn-Helmet,Sportsball Union,52,
1,14,Desmond Eyeliner,Failurewood Hills,84,83,35,INJURED,Carl Detonator,Grunt Auto Gruppe,77,
1,14,Justice Lemon,Failurewood Hills,71,70,36,INJURED,Georgie Cones,Grunt Auto Gruppe,88,
1,14,Johnny Touchdown,Bulldozer Power,50,60,,KILLED,Kiki Tyrant,Port Miggins Pirates,73,
1,14,Big Rod McGurk,Port Miggins Pirates,69,68,80,INJURED,Santino Bananas,Bulldozer Power,80,
1,14,Elmo Horseshoe,Port Miggins Pirates,73,71,46,INJURED,Mervyn Pinerider,Bulldozer Power,72,
1,14,Barnabus Bangers,Port Miggins Pirates,53,52,69,INJURED,Santino Bananas,Bulldozer Power,80,
1,14,Olga Delerium,Blood Pit Bouncers,64,62,56,INJURED,Diego ASMR,Peninsula Transport,69,
1,14,Buster Flightrisk,Blood Pit Bouncers,56,54,46,INJURED,Jimbo Scarcity,Peninsula Transport,73,
1,14,Pete Blackfox,Blood Pit Bouncers,66,66,60,INJURED,Jimbo Scarcity,Peninsula Transport,73,
1,14,Todd Baubles,Urrgmelonflex,68,66,59,INJURED,Dave Caustic,Toymasters,66,
1,14,Pip Strobelight,Toymasters,72,72,47,INJURED,Scrungy Gubbins,Urrgmelonflex,74,
1,14,Tag Evil-Couch,Toymasters,101,100,22,INJURED,Scrungy Gubbins,Urrgmelonflex,74,
1,14,Dr Goodsurgery,Toymasters,67,65,42,INJURED,Budgie Wiseau,Urrgmelonflex,55,
1,14,Ted Shirley,Vuvu Boys,31,73,,KILLED,Canter Bombso,Steggonauts,62,
1,14,Uncle Charlie,Cheerio Inc,48,46,63,INJURED,Lionel Strikeout,Stardozer HR,56,
1,14,Janet Mission,LingoBlend Allstars,58,56,39,INJURED,Dutch Charger,Nomads,33,
1,14,Barbara Joy-Joy,LingoBlend Allstars,57,55,47,INJURED,Cruz Control,Nomads,67,
1,14,Bernard Dunk,Bongolia Sea Raiders,79,79,51,INJURED,Dirk Shafter,Red Star Pathfinders,50,
1,14,Mr Smithers,Bongolia Sea Raiders,55,54,56,INJURED,Crotch Dangleflag,Red Star Pathfinders,76,
1,14,Crotch Dangleflag,Red Star Pathfinders,65,64,61,INJURED,Zoltan Zoltan,Bongolia Sea Raiders,65,
1,15,Felonius Khan,Allstars A,96,94,44,INJURED,Carl Detonator,Allstars B,77,
1,15,Oscar Cattle-Prod,Allstars B,91,89,52,INJURED,Bill Simplesim,Allstars A,57,
